cefr	lemma	example_de
B1	der Kuss	Gib der Mama einen Kuss!
B1	der Käse	Möchtest du Käse aufs Brot?
B1	der Käufer	Ich habe schon einen Käufer für den alten Tisch.
B1	der König	Der spanische König ist in Deutschland zu Besuch.
B1	der Künstler	In diesem Stadtteil wohnen viele Kün- stlerinnen. Neben uns wohnt eine Musikerin.
B1	der Laster	Auf der Autobahn waren so viele die Lehre Laster. Deshalb hat es so lange gedauert. die Lehrstelle,
B1	der Lehrling	Als Lehrling verdient man nicht sehr lesen, liest, las, viel Geld. hat gelesen
B1	der Leiter	Wie heißt die Leiterin der Schule? das Lied, -er Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung. 2. Tut mir leid, alle Leitungen sind liefern, liefert, lieferte, hat besetzt. geliefert 3. Wir müssen eine neue Leitung legen lassen. die Lieferung, -en || Haben Sie eine Leiter für mich? Ich will liegen, liegt, lag, die Fenster putzen. hat/ist gelegen
B1	Der Lichtschalter ist	innen links.
B1	der Lohn	1. Sie bekommen Ihren Lohn immer am Ende des Monats. 2. Die Löhne sind hier sehr niedrig.
B1	der Lärm	Die Flugzeuge machen einen die Lebensmittel (Pl.)1. schrecklichen Lärm.
B1	der Maler	Wir haben die Maler im Haus. Wir lassen die Wände neu streichen. 2. Picasso ist vielleicht der bekannteste Maler der Welt.
B1	der Mangel	1. In dieser Stadt gibt es einen großen Mangel an Wohnungen. 2. Die Maschine hat technische Mängel.
B1	der Mechaniker	1. Das kann nur ein Mechaniker reparieren. 2. Karim ist Automechaniker. Er arbeitet bei Opel.
B1	der Meister	1. Ich weiß nicht, wie man das macht. – Dann frag doch den Meister. 2. Unsere Mannschaft ist deutscher Meister geworden.
B1	der Metzger	Dieser Metzger hat sehr gute Wurst.
B1	der Mieter	Sie hat heute neue Mieter für die Wohnung gefunden.
B1	der Migrant	Viele Migranten kommen aus Osteuropa.
B1	der Mond	Bei Vollmond kann ich nicht schlafen.
B1	der Monitor	Ich habe mir einen größeren Monitor gekauft. Das ist besser für meine Augen.
B1	der Musiker	Mein Bruder möchte Musiker werden.
B1	der Muskel	Im Fitness-Studio trainieren wir unsere Muskeln.
B1	der Mut	Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen.
B1	der Müll	1. Bringst du bitte noch den Müllsack raus? 2. Wir müssen den Müll trennen.
B1	der Nachteil	Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.
B1	der Nachwuchs	1. Der Nachwuchs bei Forschern soll gefördert werden. 2. Die Katze hat Nachwuchs bekommen.
B1	der Nagel	1. Kannst du mir den Nagel in die Wand schlagen? 2. Ich muss mir die Fingernägel schneiden.
B1	der Nebel	Natürlich helfen wir dir. Kommst du auch wirklich zu meiner Party? – Natürlich. das Netzwerk, -e Wegen Nebels konnten wir gestern nicht in Frankfurt landen. Fahren Sie bei Nebel besonders vorsichtig! neu
B1	der Neffe	Meine Schwester hat zwei Kinder. Meine Neffen sind drei und fünf Jahre alt.
B1	Der neue Sekretär	hat sich gestern
B1	der Notausgang	Der Notausgang ist gleich hier bei der Treppe.
B1	der Notfall	Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen. 2. Im Notfall rufen Sie bitte diese Nummer an.
B1	Der Notruf hat die	Nummer 110.
B1	der Ober	Ich bin Ober von Beruf.
B1	der Onkel	Nächste Woche fahre ich zu meinem Onkel nach Berlin.
B1	der Ordner	Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.
B1	der Ozean	Dieses Schiff fährt über den Atlantis- chen Ozean.
B1	der Paradeiser	Kauf bitte noch Paradeiser auf dem
B1	der Passagier	Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.
B1	der Patient	Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.
B1	der Pensionist	Meine Großmutter arbeitet nicht mehr. Sie ist Pensionistin.
B1	der Perron	Auf Hauptbahnhöfen gibt es meist
B1	der Pfeffer	Bringen Sie uns bitte Pfeffer und Salz.
B1	der Pfleger	Meine Freundin ist Pflegerin in einem Altersheim.
B1	der Pilz	Haben Sie frische Pilze? || sehr Meine Frau ist im dritten Monat schwanger.
B1	der Politiker	Weißt du, wie dieser Politiker heißt?
B1	der Polizist	Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.
B1	der Praktikant	Bei dieser Firma habe ich zwei Jahre als Praktikantin gearbeitet.
B1	der Professor	Unsere Nachbarin ist Professorin an der Universität.
B1	der Profi	Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch ein Profi.
B1	der Profisportler	Mein Sohn möchte Profisportler werden.
B1	der Protest	Alle Proteste haben nichts genützt.
B1	der Prozess	Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.
B1	der Punkt	Das Konzert beginnt um Punkt 20 Uhr. Beim letzten Satz fehlt der Punkt. Diesen Punkt haben wir noch nicht be- sprochen.
B1	der Rabatt	Sie bekommen zehn Prozent Rabatt.
B1	der Radfahrer	Achtung! Da kommt eine Radfahrerin.
B1	der Rand	Wir wohnen am Rand der Innenstadt. Dort ist es billiger und ruhiger.
B1	der Rasen	Bitte den Rasen nicht betreten!
B1	der Rat	Was soll ich machen? Können Sie mir einen Rat geben?
B1	der Raucher	Gibt es hier ein Zimmer für Raucher? Ich bin keine Raucherin. Ich bin Nichtraucherin.
B1	der Rechner	Mein Rechner ist kaputt.
B1	der Rekord	Es gibt einen neuen Rekord im Schwimmen.
B1	der Rentner	Meine Großmutter arbeitet nicht mehr. Sie ist Rentnerin.
B1	der Reporter	Die Reporterin macht gerade ein Interview.
B1	der Respekt	Ich habe großen Respekt vor meinem Lehrer. Du solltest ihr mehr Respekt entgegen- bringen. Ich habe bei der Prüfung alle Punkte erreicht! – Respekt!
B1	der Richter	Der Richter hat noch kein Urteil gesprochen.
B1	der Roman	Ich lese gern Romane.
B1	der Saal	Für unsere Familienfeier haben wir einen kleinen Saal gemietet.
B1	der Sack	1. Ich hätte gern einen Sack Kartoffeln. 2. Wo soll ich die Säcke mit dem Müll hinstellen?
B1	der Salon	Sie arbeitet als Friseurin in einem Salon.
B1	der Sand	Die Kinder spielen gern im Sand.
B1	der Schatten	Gestern hatten wir 25 Grad im Schatten.
B1	der Schauspieler	Der Film war toll. Die Schauspieler waren sehr gut.
B1	der Schein	1. Kannst du einen Schein in Kleingeld wechseln? 2. Hast du Kleingeld für den Automaten? Ich habe nur Scheine.
B1	der Schlaf	Das Kind macht jeden Tag nach dem Mittagessen einen kurzen Schlaf. 2. Genügend Schlaf ist wichtig für die Gesundheit.
B1	der Schmuck	Dieser Schmuck ist von meiner Großmutter.
B1	der Schmutz	Du hast Schmutz an deinen Schuhen.
B1	der Schnee	Im Februar gibt es oft viel Schnee.
B1	der Schnupfen	Ich habe Schnupfen. Welches Medikament empfehlen Sie?
B1	der Schreck en	Ich habe einen großen Schreck bekommen.
B1	der Schriftsteller	Kennst du diese Schriftstellerin? Ich liebe ihre Bücher.
B1	der Schritt	Die Sprachschule ist nur ein paar Schritte von hier. Du musst der Anleitung Schritt für Schritt folgen.
B1	der Schutz	Das ist ein guter Schutz gegen Kälte. 2. Alle reden heute über den Schutz der Umwelt.
B1	der Sender	Welchen Sender siehst du am liebsten? Ich höre im Radio am liebsten Sender mit moderner Musik.
B1	der Service	Rufst du beim Pizza-Service an? Ich war mit dem Service in der Werk- statt nicht zufrieden.
B1	der Serviceangestellte	Ich bin Serviceangestellte von Beruf.
B1	der Sessel	Ich hätte gern einen bequemen Sessel. || Da hinten ist noch ein Sessel frei.
B1	der Sieg	Unsere Mannschaft hat gewonnen. Wir freuen uns über den Sieg.
B1	der Sieger	Wer hat gewonnen? Wie heißt die Siegerin?
B1	der Sinn	Es hat keinen Sinn, noch ein Spiel zu beginnen. Es ist schon spät.
B1	der Sitz	Ich suche für meinen Sohn einen Sitz fürs Auto. Erst ist erst drei Jahre alt.
B1	der Ski/Schi	Gehen wir am Wochenende Ski laufen? Das sind aber schöne Skier!
B1	der Sozialarbeiter	Die Sozialarbeiterin kommt einmal in der Woche.
B1	der Spaß	Meine Arbeit macht mir viel Spaß. Viel Spaß bei der Party!
B1	der Spaziergang	Abends mache ich oft einen Spaziergang durch das Viertel.
B1	der Speisewagen	Wo ist der Speisewagen? Ich brauche eine Spezialpflege für trockenes Haar.
B1	der Spezialist	Mein Arzt hat mich zur Spezialistin geschickt.
B1	der Spiegel	Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?
B1	der Spieler	Für dieses Spiel braucht man zwei bis vier Spieler. Beim Fußball gibt es elf Spieler.
B1	der Spielplatz	Die Kinder sind auf dem Spielplatz.
B1	der Sportler	Sie ist eine gute Sportlerin.
B1	der Standpunkt	Von seinem Standpunkt aus hat er recht.
B1	der Start	Bleiben Sie bitte während des Starts sitzen.
B1	der Stau	Auf der A3 gibt es wegen eines Unfalls 5 km Stau. Wir standen eine Stunde im Stau.
B1	der Staub	Ich habe überall Staub gewischt.
B1	der Stecker	Der Stecker passt nicht in diese Steckdose.
B1	der Stein	Die Kinder werfen Steine ins Wasser.
B1	der Stempel	Der Poststempel trägt das Datum von letzter Woche. Das Paket war lange un- terwegs.
B1	der Stern	Heute sieht man viele Sterne am Himmel.
B1	der Steward	Die Stewardess bringt das Mittagessen.
B1	der Stil	Ihr Stil ist sehr elegant. Das Gebäude gefällt mir. Welcher Baustil ist das?
B1	der Stoff	1. Was für ein Stoff ist das? – Wolle. 2. In manchen Farben sind giftige Stoffe.
B1	der Strafzettel	So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.
B1	der Streik	Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.
B1	der Streit	Ich möchte keinen Streit mit den Nachbarn.
B1	der Stress	Ich habe bei der Arbeit viel Stress.
B1	der Strom	Wie kann ich im Haushalt Strom sparen?
B1	der Strumpf	Wo sind meine roten Strümpfe?
B1	der Studierende	Zehn Studierende besuchen das Seminar.
B1	der Sturm	Im Radio haben sie Regen und Sturm angesagt.
B1	der Sänger	Wie findest du diesen Sänger? − Ich finde seine Stimme toll.
B1	der Tagesablauf	Wie ist Ihr Tagesablauf?
B1	der Tanz	Diese modernen Tänze kann ich nicht.
B1	der Teilnehmer	Die Teilnehmerinnen aus unserem Kurs kommen aus verschiedenen Ländern.
B1	der Teppich	Ich habe mir einen neuen Teppich gekauft. Habt ihr in eurer neuen Wohnung Teppich oder einen Holzfußboden?
B1	der Terminkalender	Hast du unser Treffen schon in deinen Terminkalender eingetragen?
B1	der Tierpark	Wollen wir am Samstag mit den Kindern in den Tierpark gehen?
B1	der Tod	Ich habe ihn vor seinem Tod noch einmal gesehen.
B1	der Tote	Bei dem Unfall gab es zwei Tote.
B1	der Tourismus	In dieser Gegend gibt es viel Tourismus.
B1	der Trainer	Ich finde unseren Trainer sehr nett.
B1	der Transport	Was kostet der Transport?
B1	der Treffpunkt	Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.
B1	der Turm	Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.
B1	der Täter	Die Polizei hat den Täter endlich gefasst.
B1	der Umtausch	1. Ich möchte diese Bluse umtauschen. Sie passt mir nicht. 2. Wo kann ich Geld umtauschen? Ein Umtausch ist leider nicht möglich. Alte Autos sind ein Problem für die Umwelt. Das Land muss mehr Geld für Umweltschutz ausgeben.
B1	der Umweltschutz	1. Ich möchte diese Bluse umtauschen. Sie passt mir nicht. 2. Wo kann ich Geld umtauschen? Ein Umtausch ist leider nicht möglich. Alte Autos sind ein Problem für die Umwelt. Das Land muss mehr Geld für Umweltschutz ausgeben.
B1	der Unternehmer	Sie ist erfolgreiche Unternehmerin.
B1	der Verbrecher	Die Polizei hat den Verbrecher verhaftet.
B1	der Verdacht	1. Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht. 2. Wen haben Sie in Verdacht?
B1	der Vergleich	Ein Vergleich ist schwer möglich. 2. Im Vergleich zum Wetter letzte Woche ist es heute warm.
B1	der Verkehr	Morgens ist hier immer viel Verkehr.
B1	der Verlag	Von welchem Verlag ist dieses Buch?
B1	der Verlierer	Sie ist eine gute Verliererin.
B1	der Verlust	Der Verlust meiner Uhr ärgert mich sehr.
B1	der Versuch	In der Forschung werden viele Ver- suche gemacht. 2. Mein Versuch, etwas zu ändern, blieb ohne Erfolg.
B1	der Vertreter	Als Herr Dr. Müller in Urlaub war, bin ich zu seiner Vertreterin gegangen. 2. Die Elternvertreter treffen sich morgen Abend in der Schule.
B1	der Virus	Ich habe mal wieder einen Virus auf meinem Computer.
B1	der Vorort	Mein Bruder wohnt in einem Vorort von Hamburg. || Wir wohnen in einem Vorort von Köln.
B1	der Vorteil	Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.
B1	der Vortrag	Ihr Vortrag war sehr interessant.
B1	der Vorwurf	Eva kann nichts dafür. Mach ihr keine Vorwürfe.
B1	der Wecker	Hast du den Wecker schon gestellt?
B1	der Wetterbericht	Hast du schon den Wetterbericht gehört?
B1	der Wirt	Ich kenne die Wirtin von diesem Lokal. Sie ist sehr nett.
B1	der Wissenschaftler	Sie ist Wissenschaftlerin an der Universität.
B1	der Wohnort	Tragen Sie bitte auch Ihren Wohnort ein. || Tragen Sie bitte Straße und Wohnort ein.
B1	der Wohnsitz	Er hat einen festen Wohnsitz in dieser Stadt.
B1	der Zeitpunkt	Er ist krank. Das ist kein guter Zeit- punkt für einen Besuch.
B1	der Zeuge	Die Polizei sucht noch Zeugen für den Unfall.
B1	Der Zimmerpreis ist	inklusive
B1	der Zivilstand CH Per-	Bei „Zivilstand“ musst du „ledig“
B1	der Zucker	Nehmen Sie Zucker in den Tee?
B1	der Zufall	1. So ein Zufall, dass ich dich hier treffe. 2. Durch Zufall habe ich gehört, dass die Wohnung frei ist.
B1	Der Zug kommt in	30 Minuten. Bis einen Kaffee trinken.
B1	der Zugang	1. Der Zugang zu diesem Haus ist schwierig. 2. Hast du Zugang zum Internet?
B1	der Zuhörer	Die Sendung hat viele Hörer und immer Hörerinnen. || Liebe Zuhörerinnen und Zuhörer, Ihre Meinung interessiert uns. Bitte rufen Sie an!
B1	der Zusammenhang	1. In diesem Zusammenhang möchte ich Sie auf zwei Bücher aufmerksam machen. 2. Was ist der Zusammenhang zwischen diesen beiden Themen?
B1	der Zuschauer	Liebe Zuschauer, wir wünschen Ihnen gute Unterhaltung.
B1	der Zuschlag	Für diesen Zug müssen Sie einen Zuschlag zahlen.
B1	der Zustand	Als wir in die Wohnung eingezogen sind, war sie in sehr schlechtem Zustand.
B1	der Zweck	Ich glaube, es hat keinen Zweck, sich zu bewerben. Der Job ist sicher schon weg.
B1	der Zweifel	1. Da ist ohne Zweifel die beste Lösung. 2. Allmählich bekomme ich Zweifel daran.
B1	der Ärger	Ich hatte heute Ärger im Büro. Ich habe mich mit einem Kollegen gestritten.
B1	der Übersetzer	Meine Tochter möchte als Übersetzerin arbeiten.
B1	der/das Schlag- Obers	Ich hätte gern ein Stück Torte mit Schlagobers.
B1	derselbe	Mein Freund und ich gehen in dieselbe Schule.
B1	deswegen	Ich habe falsch geparkt. Deswegen habe ich einen Strafzettel bekommen.
B1	dicht	Unsere Fenster sind nicht dicht. Es zieht immer.
B1	die Abbildung	Auf der Abbildung sehen Sie, wie man das Gerät einschaltet.
B1	die Absenderin	Schicken Sie das Paket an den Absender zurück.
B1	die Absicht	Entschuldigen Sie bitte. Meine Tochter hat das nicht mit Absicht gemacht. Hast du die Absicht zu studieren?
B1	die Abteilung	Meine Freundin arbeitet in der Abteilung von Frau Kaufmann.
B1	die Abwartin	Der Abwart hat mir geholfen, den Schrank in die Wohnung zu tragen.
B1	die Aktion	Die Stadt sollte eine Aktion für Familien planen.
B1	die Aktivität	In den Ferien bietet die Stadt für Kinder verschiedene Freizeitaktiv- itäten.
B1	die Alternative	Auf dieser Strecke ist der Zug eine gute Alternative zum Flugzeug.
B1	die Angabe	Wir brauchen von Ihnen folgende Angaben: Name, Adresse, Geburtsdatum.
B1	die Anlage	Meine Musikanlage ist kaputt. In der Anlage der E-Mail finden Sie meinen Lebenslauf.
B1	die Anleitung	In der Anleitung steht, dass bei diesem Spiel der Älteste beginnt.
B1	die Annonce	Ich habe alle Annoncen gelesen, aber die Wohnungen sind zu teuer.
B1	die Anwältin	Ich werde das nicht bezahlen. Ich möchte zuerst mit meinem Anwalt sprechen.
B1	die Anzahl	Die Anzahl der Teilnehmer war groß.
B1	die Aprikose	Schmecken dir die Aprikosen?
B1	die Arbeiterin	Maria ist seit zwei Jahren Arbeiterin bei Siemens.
B1	die Arbeitserlaubnis	Haben Sie eine Arbeitserlaubnis?
B1	die Arbeitslosigkeit	Die Arbeitslosigkeit ist gesunken.
B1	die Arbeitsstelle	Meine Frau hat eine neue Arbeitsstelle gefunden.
B1	die Architektin	Dieses Haus hat eine berühmte Architektin gebaut.
B1	die Art	1. Im Zoo haben sie 34 verschiedene Arten von Vögeln. 2. Seine Art gefällt mir nicht. 3. Man kann auf unterschiedliche Art und Weise ein Fest feiern.
B1	die Aufforderung	Sie erhalten eine Aufforderung, den Betrag bis Juni zu zahlen.
B1	die Aufnahme	Bitte seid leise! – Ich starte die Aufnahme.
B1	die Ausfahrt	1. Hier ist eine Ausfahrt, da dürfen Sie nicht parken. 2. Wie weit ist es noch bis zur Ausfahrt Freiburg?
B1	die Ausgabe	1. Wie hoch sind Ihre Ausgaben in einem Monat? 2. Wo ist die Essensausgabe? 3. In welchem Buch hast du das gelesen? In welcher Ausgabe?
B1	die Aushilfe	Wir suchen eine freundliche Aushilfe für unser Geschäft.
B1	die Ausländerin	Viele Ausländer und Ausländerinnen lernen in der Volkshochschule Deutsch. Die ausländischen Studenten müssen zuerst einen Deutschkurs besuchen.
B1	die Ausnahme	Normalerweise muss ich am Wochenende arbeiten. Aber heute ist eine Ausnahme.
B1	die Aussicht	1. Von diesem Turm hat man eine tolle Aussicht. 2. Mit mehreren Fremdsprachen hat man gute Aussichten im Beruf.
B1	die Aussprache	Ali hat eine gute Aussprache.
B1	die Auswahl	Wir müssen eine Auswahl aus den Büchern treffen. 2. Das Geschäft hat eine große Auswahl.
B1	die Autorin	Diese Autorin hat in diesem Jahr schon zwei Bücher geschrieben.
B1	die Badewanne	Nach einem langen Arbeitstag setzte sie sich in die Badewanne.
B1	die Bankleitzahl	Bitte geben Sie Ihre Bankleitzahl an.
B1	die Bankomat-Karte	Sie können auch mit Bankomat-Karte zahlen.
B1	die Batterie	Bringst du bitte Batterien für die Kamera mit?
B1	die Beamtin	Meine Frau ist Beamtin bei der Polizei.
B1	die Bedeutung	Das Wort „Maus“ hat inzwischen zwei Bedeutungen.
B1	die Bedienungsanleitung	Die Bedienungsanleitung verstehe ich nicht.
B1	die Bedingung	1. Wenn Sie unsere Bedingungen akzeptieren, können wir einen Vertrag machen. 2. Wir haben in unserem Betrieb sehr gute Arbeitsbedingungen.
B1	die Begründung	Die Miete wurde ohne Begründung erhöht.
B1	die Behörde	Sie erhalten ein Schreiben von der zuständigen Behörde.
B1	die Beratung	Beratungen für Familien gibt es jeden Dienstag zwischen 14 und 16 Uhr.
B1	die Beschreibung	Eine Beschreibung des Geräts liegt bei.
B1	die Beschäftigung	Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.
B1	die Besprechung	Tut mir leid, Herr Schmidt ist noch in einer Besprechung.
B1	die Besserung	Gute Besserung!
B1	die Bestätigung	Ich brauche eine schriftliche Bestätigung für das Amt.
B1	die Betreuerin	Die Betreuerin der Kinder ist sehr nett.
B1	die Betreuung	Haben Sie eine Betreuung für Ihre Kinder?
B1	die Betriebsrätin	Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.
B1	die Bevölkerung	11 % der Bevölkerung wurden nicht im Inland geboren.
B1	die Bewegung	Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.
B1	die Bewohnerin	Ich kenne die anderen Hausbewohner nicht.
B1	die Beziehung	Wir haben gute Beziehungen zu unseren Nachbarn.
B1	die Biologie	Meine Freundin studiert Biologie.
B1	die Botschaft	Bitte schreiben Sie Ihren Namen auf den Antwortbogen. Ich esse gern Bohnen. An diesem See kann man Boote mieten. Das Visum habe ich von der Botschaft bekommen. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. Mach nicht so ein böses Gesicht! Ich bin böse auf dich, du bist wieder nicht gekommen! Zeig mal! Du hast dich verletzt? Das sieht aber böse aus. Das Fleisch muss zehn Minuten braten. Heute gibt’s gebratenen Fisch. Nehmen Sie noch etwas Soße zum Braten? Ich brauche ein Auto. Brauchst du die Zeitung noch? Meine Großmutter ist krank. Sie braucht viel Ruhe. Ich habe für die Renovierung eine Woche gebraucht. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine. Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. Ich habe mir im Urlaub das Bein gebrochen. Der Teppich ist zwei Meter lang und einen Meter breit. Welche Maße hat der Tisch? – Länge:1m,Breite:80cm,Höhe:1,20 m. Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen. Du musst unbedingt die Bremsen kontrollieren lassen. In diesem Haus hat es letztes Jahr gebrannt. Die Kerze brennt noch. Mach sie bitte aus. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.
B1	die Breite	Bitte schreiben Sie Ihren Namen auf den Antwortbogen. Ich esse gern Bohnen. An diesem See kann man Boote mieten. Das Visum habe ich von der Botschaft bekommen. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. Mach nicht so ein böses Gesicht! Ich bin böse auf dich, du bist wieder nicht gekommen! Zeig mal! Du hast dich verletzt? Das sieht aber böse aus. Das Fleisch muss zehn Minuten braten. Heute gibt’s gebratenen Fisch. Nehmen Sie noch etwas Soße zum Braten? Ich brauche ein Auto. Brauchst du die Zeitung noch? Meine Großmutter ist krank. Sie braucht viel Ruhe. Ich habe für die Renovierung eine Woche gebraucht. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine. Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. Ich habe mir im Urlaub das Bein gebrochen. Der Teppich ist zwei Meter lang und einen Meter breit. Welche Maße hat der Tisch? – Länge:1m,Breite:80cm,Höhe:1,20 m. Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen. Du musst unbedingt die Bremsen kontrollieren lassen. In diesem Haus hat es letztes Jahr gebrannt. Die Kerze brennt noch. Mach sie bitte aus. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.
B1	die Bremse	Bitte schreiben Sie Ihren Namen auf den Antwortbogen. Ich esse gern Bohnen. An diesem See kann man Boote mieten. Das Visum habe ich von der Botschaft bekommen. Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse. Mach nicht so ein böses Gesicht! Ich bin böse auf dich, du bist wieder nicht gekommen! Zeig mal! Du hast dich verletzt? Das sieht aber böse aus. Das Fleisch muss zehn Minuten braten. Heute gibt’s gebratenen Fisch. Nehmen Sie noch etwas Soße zum Braten? Ich brauche ein Auto. Brauchst du die Zeitung noch? Meine Großmutter ist krank. Sie braucht viel Ruhe. Ich habe für die Renovierung eine Woche gebraucht. Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine. Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen. Ich habe mir im Urlaub das Bein gebrochen. Der Teppich ist zwei Meter lang und einen Meter breit. Welche Maße hat der Tisch? – Länge:1m,Breite:80cm,Höhe:1,20 m. Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen. Du musst unbedingt die Bremsen kontrollieren lassen. In diesem Haus hat es letztes Jahr gebrannt. Die Kerze brennt noch. Mach sie bitte aus. In deinem Zimmer hat die ganze Nacht das Licht gebrannt.
B1	die Brieftasche	Ich habe nur Kleingeld in meiner || Geldbörse.
B1	die Broschüre	In der Broschüre finden Sie die neuesten Informationen.
B1	die Brust	Ich habe Schmerzen in der Brust.
B1	die Buchhandlung	In der Buchhandlung in der Stadt haben sie das Buch sicher.
B1	die Burg	Von der Burg hat man eine schöne D
B1	die Büchse	Würden Sie Ihren Namen bitte die Couch, -s buchstabieren? die Creme, -n/-s Gibt es diesen Buchstaben auch in deiner Muttersprache? 2. Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer 3. Bitte warten Sie dort. der Cousin, -s Ich habe noch eine Büchse Bohnen. die Cousine, -n
B1	die Bühne	Er steht gern auf der Bühne.
B1	die Bürgerin	Aussicht. da EU-Bürgerinnen und Bürger können überall in Europa arbeiten.
B1	die Bürste	1. Hast du eine Bürste? Meine Schuhe sind so schmutzig. 2. Ich brauche eine Bürste für meine Haare.
B1	die Chance	Mein Mann hat gute Chancen, die Stelle zu bekommen.
B1	die Chipkarte	Ich habe eine Chipkarte für diesen Automaten.
B1	die Coiffeuse	1. Du siehst toll aus! Wer ist dein Coiffeur? 2. Meine Tochter will Coiffeuse werden.
B1	die Darstellung	Ihr Buch enthält eine klare Darstellung dieser Probleme.
B1	die Daten Plural	Wir haben alle Ihre Daten im Computer.
B1	die Dauer	Sie können das Buch für die Dauer einer Woche ausleihen. Auf Dauer ist die Arbeit nicht interessant.
B1	die Decke	Im Wohnzimmer haben wir keine Lampe an der Decke. Kann ich noch eine Decke bekommen? Mir ist kalt.
B1	die Direktorin	Ich möchte gern mit dem Direktor sprechen.
B1	die Diskothek	Wir gehen heute Abend in die Disko(thek).
B1	die Diskussion	Im Fernsehen gab es eine Diskussion zum Thema „Kinderbetreuung“.
B1	die Distanz	Diese Firma transportiert Waren auch über große Distanzen.
B1	die Diät	Ich möchte abnehmen. Deshalb mache ich eine Diät.
B1	die Doktorin	1. Ist Frau Dr. Müller da? 2. Meine Tochter ist krank. Wir gehen zum Doktor.
B1	die Dose	Ich habe noch eine Dose Bohnen.
B1	die Droge	Nimmst du etwa Drogen?
B1	die Drogerie	Waschmittel bekommst du in der Drogerie.
B1	die e-card	Haben Sie Ihre e-card dabei?
B1	die ec-Karte/EC-Karte	Bezahlen Sie bar? Sie können auch mit
B1	die Ehe	Sie hat zwei Kinder aus erster Ehe.
B1	die Eile	Ich bin sehr in Eile Das hat keine Eile.
B1	die Einbahnstraße	Die Goethestraße ist jetzt eine Einbahnstraße.
B1	die Einbrecherin	Die Einbrecher haben nichts gestohlen.
B1	die Einfahrt	Da parkt wieder jemand vor unserer Einfahrt. Können Sie nicht lesen: Einfahrt freihalten!
B1	die Einführung	Leider habe ich die Einführung des Kurses verpasst.
B1	die Einnahme	Unser Geschäft läuft gut. Unsere Einnahmen waren in diesem Monat höher als im letzten.
B1	die Einrichtung	Deine Wohnung ist sehr gemütlich, die Einrichtung gefällt mir sehr gut.
B1	die Einwohnerin	Berlin hat über drei Millionen Einwohner.
B1	die Einzahlung	Sie sollten die Einzahlung pünktlich machen.
B1	die Einzelheit	Du musst mir das in allen Einzelheiten erzählen. 1. Wir waren die einzigen Gäste. 2. Das war das einzige Mal, dass ich ihn gesehen habe.
B1	die Eisenbahn	Die Kinder wünschen sich eine elektrische Eisenbahn.
B1	die Empfehlung	Ich rufe auf Empfehlung von Herrn Weber an.
B1	die Energie	1. Wir müssen Energie sparen. 2. Abends habe ich keine Energie mehr, um Sport zu machen.
B1	die Enkelin	Alle meine Enkel gehen schon zur Schule.
B1	die Entfernung	Aus dieser Entfernung ist das nicht zu erkennen.
B1	die Entlassung	Seine Entlassung aus der Firma kam überraschend.
B1	die Entscheidung	Diese wichtige Entscheidung möchte ich zuerst mit meinem Mann besprechen.
B1	die Enttäuschung	Das Endspiel war eine große Enttäuschung.
B1	die Entwicklung	Genug Schlaf ist wichtig für die Entwicklung Ihres Kindes.
